79	In which year did Susan K. Stone become the Canadian National Champion in the 10K?
80	Who founded Enter Art Fair?
81	Who was accused and tried for witchcraft following the mysterious death of Elizabeth, the daughter of Lion Gardiner, in East Hampton?
82	Who is the director of the Indian Bengali film "Dawshom Awbotaar"?
83	When was Miss Grand Panama first mentioned as a national title?
84	In which country did Mohammad Jamal settle in 1981?
85	Who called for the resignation of McCurtain County officials involved in the audio recording scandal?
86	Who is the defending champion of the National Amateur Cup?
87	In which countries did Isabella Ruth Eakin Dodd work as a Presbyterian missionary?
88	Who served as the president of Haskell Indian Nations University from 2014 to 2019?
89	Who was James Mercer's friend, the abolitionist poet?
90	What was the purpose of the Philippine Coast Guard and Philippine Navy heading to the Second Thomas Shoal on August 5, 2023?
91	What was the nickname of Nazmi Sulejmani, the Albanian commander of the National Liberation Army during the insurgency in Macedonia in 2001?
92	What was Gloria Dea's stage name?
93	When did the first season of the Israeli television series Alumim conclude?
94	What is the purpose of Chiliz's blockchain platform?
95	When did the tradition of shirt swapping in association football begin?
96	Which municipalities are included in the Egedal nominating district?
97	Where did Joseph Symonds take refuge in 1639?
98	What is the main source material for the "Life and Martyrdom of Saint James the Apostle and Brother of the Lord"?
99	What was Haroldo Barbosa's profession?
