ID,Title,Context,Satya,Satvika,Aquib,
72140847,Irasutoya,"used. The combination of Mifune's unified art style and large range of illustrations has contributed to Irasutoya's popularity and prevalence. Irasutoya has been criticized for threatening the careers of other illustrators due to its large volume of freely available materials, but others have noted a significant decline in illustration clients making unreasonable requests as a result.
A Twitter trend to recreate the cover art of albums, video games, manga, and light novels using illustrations from Irasutoya occurred in 2016. A mobile game and a recreation of a game opening sequence were also made using Irasutoya clip art.
The site was updated almost daily after the release of Setsubun illustrations on 31 January 2012, but as Mifune became too busy to maintain the pace of updates, he temporarily stopped updating the",1,0,0,1
73918630,1972 Heidelberg Student Princes football team,"The 1972 Heidelberg Student Princes football team was an American football team that represented Heidelberg College as a member of the Red Division of the Ohio Athletic Conference (OAC) during the 1972 NCAA College Division football season. In their second year under head coach Armin Riesen, the Student Princes compiled a 9–0 record in the regular season and then defeated in the first OAC Championship Game and in the Amos Alonzo Stagg Bowl. They outscored opponents by a total of 317 to 106.
The team's statistical leaders included junior quarterback Jim Ruth with 1,742 passing yards and junior fullback Bob Hunt with 888 rushing yards and 54 points scored.
The 1972 season was one of four perfect seasons in Heidelberg football history, the others being in 1930, 1948, and 1955.",1,0,0,1
74189315,William Fellowes of Shotesham Park,"et Quadraturis"" (1730), a mathematical work by Abraham de Moivre. Bellhouse, Renouf, Raut and Bauer deduce that, probably, their father had engaged de Moivre as a tutor to his sons.
In the years 1731 to 1754, Fellowes developed a cottage hospital in Shotesham village. Thomas Hayter, bishop of Norwich, was interested in setting up a hospital in Norwich on the London model, and consulted the physician Benjamin Gooch. Hayter died in 1761. Gooch lived in Shotesham, and he and Fellowes revived the idea in 1770. Fellowes laid a foundation stone for the Norfolk and Norwich Hospital in 1771. Notable early medical staff were Edward Rigby and Philip Meadows Martineau.
Family.
With his wife Elizabeth, Fellowes had two sons:",1,0,0,1
72487986,Hotel for the Holidays,"Hotel for the Holidays is an American romantic comedy film written by Maggie Lane and Margarita Matthews, directed by Ron Oliver, and starring Madelaine Petsch and Mena Massoud. It was released on Amazon Freevee on December 2, 2022.
Plot.
The film revolves around the staff and guests at New York City's Hotel Fontaine during Christmastime. The personal and work life of the hotel's manager, Georgia, become entangled when she is torn between Luke, the hotel's resident chef, and Raymond, a former prince staying at the hotel over the holidays.
Production.
Mena Massoud and Madelaine Petsch first met as guests on the talk show ""A Little Late with Lilly Singh"". In August 2022, Massoud teased the release of ""Hotel for the Holidays"" by sharing a photo of himself with Petsch on Instagram. It",1,0,0,1
74134196,Filmfare Award for Best Female Playback Singer – Marathi,"The Filmfare Best Female Playback Singer Award is given by the ""Filmfare"" magazine as part of its annual Filmfare Awards for Marathi Cinema, to the best male playback singer of a soundtrack. This category was first presented in 2014. Ketaki Mategaonkar was the first recipient of this award for her song ""Mala Ved Lagale"" from the film ""Lai Bhaari"". ",0,0,0,0
73556913,Berkley Theater,"seats, lighted parking, plus other innovations to enhance the movie going experience. The owners leased out the storefronts to different vendors. Over the years, there was a resale shop, baseball card shop and jewelry store. Harry A. Komer took over the lease in 1961 and bought the theater outright a year later. From that point on it was a family business, independently owned and operated by the Komer Family until its closure. After purchasing the building, Komer took out some seats to provide more leg room for patrons, reducing its capacity to 851. He also replaced the coal furnace with a gas one. Komer took tickets and greeted the customers at the door, while his wife Lillian kept the books. During his tenure, there were many popular film",1,0,0,1
73939988,A Charming Mass Suicide (film),"A Charming Mass Suicide () is a 2000 Finnish black comedy film written and directed by Ere Kokkonen. The film is based on Arto Paasilinna's 1990 novel of the same name, telling story about two men, who both have tried to commit a suicide, deciding to found a ""Let's do it together""-suicide association to help the self-destructive people to succeed in their goal. The film is starring by Tom Pöysti, Heikki Kinnunen, Sari Siikander, Santeri Kinnunen and Heikki Nousiainen.
In addition to Finland, the film has also been shot in Norway, Germany, Switzerland, France and Spain. Director Kokkonen also filmed the film as an eight-part television series.
The film received a mixed reception from critics. ""Tv-maailma""'s review states that the ""film laughs at Finnish national gloom as well as the",0,0,0,0
74047699,Elvey MacDonald,"three years. At the time, he could not speak English; he only spoke Welsh and Spanish. 
He stayed in Wales after meeting his future wife, Delyth MacDonald. He moved to Llanrhystud, near Aberystwyth, and was a consistent spokesperson for Welsh Patagonia throughout his life.
Career.
MacDonald started his career working in a bank in Trelew. After moving to Wales he became assistant organiser for the National Eisteddfod of Wales in its south office for five years. He was then appointed the role of Head of the Urdd National Eisteddfod, staying in the role between 1974 and 1999.
In 1992, MacDonald founded Radio Ceredigion.
After retirement he mainly promoted Y Wladfa, as well as organising tours for Welsh people visiting Patagonia.
MacDonald wrote ', a book describing the history of Y Wladfa and focusing",1,0,0,1
72002672,Finlayson station,"end. The office's trackside bay window is flanked by a wide freight door to the south and a single-leafed five paneled passenger entrance to the north.
Finlayson depot lost passenger service on January 4, 1967.",1,0,0,1
71872339,Simon Ibo,"constituency. He earned 12.51% of the vote and failed to qualify for the second round. In November 2003, he was stripped of his mandates as municipal councilor and regional councilor after a conviction of incitement to racial hatred. He was unable to hold any public office for two years afterwards.
In 2007, Ibo tried for a third time to earn a seat in the National Assembly, earning 6.61% of the first round vote and failing to qualify for the second round. In 2015, he unsuccessfully ran for leadership of the Canton of Les Abymes-3, earning 11.35% of the vote.
Simon Ibo died on 24 September 2022 at the age of 82.",1,1,1,3
73820050,The Oklahoma Wildman,"Dinner and directed by Dinner. This was Andron's second writing credit, Dinner's second writing credit, and Dinner's second directing credit. 
Writing.
Adelaide Clemens described Mansell's and Sandy's relationship as depicted in the episode as ""I think she tells herself that she's in love with him, and I think she believes she's in love with him. It's also clear she doesn't have many people in the world. She grew up in the underbelly of Detroit, and so loyalty is very important in that world. And I think she made the decision at some point that she was going to be loyal to Clement. And what happens is the more afraid she becomes of him, the more she starts convincing herself that she's in love with him, and that it's true",1,1,1,3
71588942,Bill Renwick,"awarded the Queen Elizabeth II Silver Jubilee Medal. In 1978, he received a Distinguished Visitor Award from ""Monbu-shō"", the Ministry of Education, Science, Sports and Culture in Japan. In 1986, he was awarded a Fulbright Senior Research Fellowship. He was invited to give the John Beaglehole Memorial Lecture in 1987. In the 1988 New Year Honours, he was appointed Commander of the Order of the British Empire (CBE). Also in 1988, Deakin University recognised Renwick's contributions to Australian education with an honorary Doctor of Letters degree and he received the Mackie Medal from the Australia and New Zealand Association for the Advancement of Science. In 1991, Renwick gave the inaugural Peter Freyberg Memorial Lecture.
Selected publications.
In 2011 Renwick published a biography of Colin Scrimgeour, ""Scrim: The Man With a",1,0,0,1
73429841,List of ICC Men's T20 World Cup five-wicket hauls,"Cup debut, which he achieved while playing against Scotland on 25 October 2021, during the 2021 edition. 
The 2007 and 2010 editions were the only tournaments where no five-wicket hauls were taken. Every other season except 2009 and 2022 saw two five-wicket hauls. There have been three instances when players from Sri Lanka have taken a five-for in the ICC Men's T20 World Cup, the most for any team in the competition.",1,0,0,1
70036580,Jailer (2023 Tamil film),"positive reviews from critics who praised its screenwriting, direction, cast performances, characterisation and background score. The film grossed 564–602 crore worldwide, making it the third highest-grossing Indian film of 2023 as well as the third highest-grossing Tamil film.
Plot.
Muthuvel Pandian is a retired police officer who lives in Kodambakkam with his family. Muthuvel's son, ACP Arjun, is investigating Varman, an eccentric gangster who smuggles idols of gods and sells them to buyers overseas, operating from his base of operations in Arakkonam. Arjun confronts Varman's henchman, Seenu, and demands him about the whereabouts of Varman. As Arjun gets closer to nabbing Varman, he suddenly goes missing and the police department spreads word that he may have committed suicide to cover up that he was probably killed by Varman. Grieving the",1,1,1,3
69851869,Primos (TV series),"Primos is an upcoming American animated series created by Natasha Kline for Disney Channel and produced by Disney Television Animation.
Synopsis.
The series centers around a large Mexican-American family living in Los Angeles. Told through the diary of eccentric 10-year-old Tater Ramírez Humphrey, the series centers on her as she discovers the ""it factor"" that makes her special alongside her cousins, who moved in with her for the summer.
Production.
Development.
In November 3, 2021, it was reported that Natasha Kline, a long-time storyboarder and character designer, is developing an animated series titled ""Primos"" for Disney Television Animation (DTVA). The series was inspired by Kline's childhood summers living with her cousins alongside her extended Mexican-American family and she wanted the lead characters to also be of Mexican-American heritage due to the lack of",0,0,0,0
74110826,Yamaguchi-kun Isn't So Bad," is a Japanese manga series written and illustrated by Yuu Saiki. It has been serialized in Kodansha's ""shōjo"" manga magazine ""Bessatsu Friend"" since September 2019.
Publication.
Written and illustrated by Yuu Saiki, ""Yamaguchi-kun Isn't So Bad"" started in Kodansha's ""shōjo"" manga magazine ""Bessatsu Friend"" on September 13, 2019. The manga went on hiatus in June 2022 due to Saiki's childbirth, and resumed on July 13, 2023. Kodansha has collected its chapters into individual ""tankōbon"" volumes. The first volume was released on January 10, 2020. As of June 13, 2022, seven volumes have been released.
In July 2021, Kodansha USA announced that they have licensed the manga for English digital release in North America.
Reception.
The series was among the top five manga in the women's category of s Electronic Comic Awards 2022.",0,1,1,2
73578559,Hugo (soundtrack),"form, where he could deal with the harmony and counterpoint and begins orchestration afterwards. He used the Ondes Martenot, an early electronic musical instrument, which he felt it as ideal for the film, as the film deals with mechanical inventions of the period. He also took the sound of a symphony orchestra from the 1920s, which was the core of the soundtrack, and added that ""there's a sextet, a small group, that was really part of the orchestra, and they became the soloists that you hear through the film"". He had nearly 88 musicians scoring for the film, which was detailed around the soloists. Much of the instruments included gypsy guitar, upright bass, tack piano, a 1930s trap-kit, alto and musette de cour, a French accordion.
Some of the",0,0,0,0
72595176,Buchanan's Station,"out about his nephew Watts's bitter defeat. 
Meanwhile, Chief Middle Striker led a party of warriors on the Walton Road. In November 1792, Middle Striker and his men ambushed Captain Samuel Handley and 42 militiamen heading from Knoxville to Nashville as reinforcements, killing three of them and capturing Handley himself as a prisoner. In the months that followed, Governor Blount and Watts negotiated for Handley's release, which finally occurred on January 24, 1793. Historian John P. Brown wrote that although Watts made peaceful overtures toward Blount, his real intent was to lull Blount into complacency, so that the United States would not plan a retaliatory invasion. Following the Battle of Buchanan's Station, Watts received a letter of sympathy from Spanish Governor Carondelet at New Orleans, who suggested that",0,0,0,0
73491440,Didactic Contract,"a boat, there are 26 sheep and 10 goats. How old is the captain? Among the 97 students, 76 gave the age of the captain using the numbers in the statement, i.e. 26+10=36, so the captain is 36 years old.""
There are two notable unintended consequences. The first can be broken down into several points: the child thinks that a given problem has one answer and one answer only, all the data must be used to arrive at the answer, no additional information is needed, and the solution calls on the knowledge taught. The second is that the student, faced with an exercise, tells themselves that if there was a pitfall, the teacher would have warned him. In this way, the teacher protects their students by ridding them of",1,0,0,1
73854166,Lords of the Fallen (2023 video game),"that the studio set out to be ""the second reference [after FromSoftware]"" for the Soulsborne genre by making ""Dark Souls 4.5"". It is set to be released on October 13, 2023, for Windows PC, PlayStation 5 and Xbox Series X and Series S.",1,1,1,3
73335689,Certificate revocation,"to the lifetime of an OCSP response. The associated frequent certificate issuance typically requires automation (e.g., the ACME protocol) and may stress other infrastructural elements (e.g., transparency logs). Short-lived certificates also present complications with TLS connection resumption, though not necessarily insuperably.
Procedure.
Revocation may be initiated by a certificate holder (who, for example, may know that a private key has been compromised), who informs the CA. The CA then produces and distributes cryptographically authenticated attestations that the certificate has been revoked. The CA/B requirements also allow a CA to autonomously revoke certificates if the CA is aware of a possibility of compromise. Anyone may submit such evidence.
Revocation statuses are not typically preserved and archived for long beyond the certificate's expiry, making research into and auditing of revocation behaviours difficult. One",0,0,0,0
73055252,2023 Kazakh local elections,"Local elections are set to be held in Kazakhstan on 19 March 2023 to elect a total of 3,415 seats to 223 mäslihats (local assemblies) across all regions of Kazakhstan. The local elections will be held alongside 2023 legislative elections and were held under the basis of mixed-member majoritarian representation, which for the first time since 2016 reinstated single-member districts that were previously abolished in 2018.
The local elections were initially announced by President Kassym-Jomart Tokayev during the State of the Nation Address on 1 September 2022. He then signed a presidential decree on 19 January 2023 which dissolved the tenure of all mäslihats and set the election date.
Background.
The 2021 local elections were previously held under the newly 2018 implemented party-list proportional representation voting law, to which regional and",1,1,1,3
72916632,2018 in Nauru,Events in the year 2018 in Nauru.,0,0,0,0
71971219,Under Their Influence,"Under Their Influence is the fifth studio album by Christian singer-songwriter Russ Taff, released in 1991 on Myrrh Records. It is an album of traditional spiritual covers that pays tribute to Blind Willie Johnson, Brother Joe May and Mahalia Jackson, among others. Even though the album was originally titled ""Under Their Influence, Volume 1,"" there was no Volume 2. Taff and his guitarist, James Hollihan, Jr., produced and arranged the album. Taff re-recorded a gospel blues version of ""Just Believe"", originally recorded for his 1983 debut album ""Walls of Glass"". Taff won his second solo Grammy Award (his fifth and final overall) for Best Rock Gospel Album at the 34th Grammy Awards.
The album peaked at number five on the ""Billboard"" Top Christian Albums chart.
Track listing.
All songs arranged by",1,0,0,1
74652986,Noosa District State High School – Pomona Campus,transformer was announced.,0,0,0,0
73455004,Lassana Diakhaby,"Lassana Diakhaby (born 1 January 1996) is a professional footballer who plays as a left-back for the Championnat National club Martigues. Born in France, he plays for the Mauritania national team.
Club career.
Diakhaby began his career in his native France with the reserves of Troyes and Angers. In the summer of 2016, he moved to Virton where he spent a couple of seasons. He then moved to the Luxembourgian club Rodange on 19 January 2018, where he helped them win the 2018–2019 Luxembourg Division of Honour and earn a promotion.&lt;/ref&gt; He returned to France with Trélissac in 2020, and the next season had a stint with Fréjus Saint-Raphaël. On 22 June 2021, he moved to Martigues, again achieving promotion into the Championnat National. 
International career.
Born in France, Diakhaby is",1,1,0,2
71815447,Raymond Herzog,"Raymond Herzog was an American businessman who was a chairman of the Minnesota Mining and Manufacturing Company.
Biography.
Born in Merricourt, North Dakota, Herzog spent his early life in Appleton, Wisconsin. He studied at Lawrence University and received a bachelor's degree in physics. After his graduation, he became a high school teacher.
In 1970, he was named as the chief executive officer (CEO) and chairman of 3M. From 1970 to 1975, he was the president of 3M.
In 1997, he died due to cancer.",0,0,0,0
72649534,Noah Dream On Final 2022,"time in that reign. The semi main event saw Masa Kitamiya and Michael Elgin defeating Sugiura-gun International (El Hijo del Dr. Wagner Jr. and René Duprée) to capture the GHC Tag Team Championship.
In the main event, GHC Heavyweight Champion Go Shiozaki alongside Kaito Kiyomiya and Masato Tanaka succeeded in picking up a victory over the team of M's Alliance (Keiji Muto and Naomichi Marufuji) and Satoshi Kojima in six-man tag team action.",0,0,0,0
73029600,Nothobranchius flagrans,Nothobranchius flagrans is a species of brightly coloured killifish in the family Nothobranchiidae. This species is endemic to south-eastern Democratic Republic of Congo. It is currently known from temporary swamps in the Dikuluwe system in the lower Lufira River drainage.,0,0,0,0
73115315,Direct democracy in Berlin,"The state of Berlin has three instruments of direct democracy. These enable German citizen residents to directly influence policy, in addition to indirect democracy via elected officials in the House of Representatives. In addition, there are two instruments at the borough level.
Types.
The three direct democracy instruments at the Berlin state level are:
In addition to these instruments for direct democracy at the city-state level, there are two instruments at the lower, borough, level:
History of the framework of direct democracy in Berlin.
In 2020, the Berlin government started a reform that would make it easier to organise petitions and referendums at both the Berlin and borough levels.
Past Berlin-wide initiatives.
Past agenda initiatives.
Democracy for All (2022).
The agenda initiative ""Democracy for All"" was a petition passed in 2022 with three demands. Firstly, it asked",1,1,1,3
70993629,Rob Wilkinson,"17, 2022 at PFL 4. He won the bout via TKO stoppage in the first round.
Wilkinson faced Delan Monte in the Semifinals off the Light Heavyweight tournament on August 5, 2022 at PFL 7. He won the bout in the first round, knocking out Monte after landing a knee and then finishing him off with punches.
In the finals of the Light Heavyweight tournament, Wilkinson faced Omari Akhmedov on November 25, 2022 at PFL 10. He won the bout after the fight was stopped by the doctor due to a cut after the second round, also winning the $1 million collective tournament pool.
2023 Season.
Wilkinson started the 2023 season against former UFC Light Heavyweight title challenger Thiago Santos on April 1, 2023 at PFL 1. He won the bout via",1,1,1,3
73213718,Ye Quan,"of her skating career, while Quan said ""I was happy to represent South Korea with her.""
2021–22 season: International junior debut.
Lim and Quan made their Junior Grand Prix debut for South Korea at the 2021 JGP France I, the first of two Junior Grand Prix events held in Courchevel, France in August. The team placed fourth in the rhythm dance but overtook Czechs Mrázková/Mrázek in the free dance to finish third overall, standing on the podium with American gold medalists Wolfkostin/Chen and their former Canadian domestic rivals Makita/Gunara. Lim and Quan's bronze medal was the first medal for an ice dance team representing South Korea at an ISU Grand Prix series event at either the junior or senior levels. At their second assignment, the 2022 JGP Russia, Lim and",0,0,1,1
71748895,Ramsey Green,"flooding by 14 inches. 
Green's tenure in city government overlapped with a series of crises. In October 2019, the Hard Rock Hotel collapsed and Green played a leadership role in the City's response. Hurricane Ida, the second most powerful and damaging storm to ever land in Louisiana, hit New Orleans on August 29, 2021. Green oversaw the city's storm recovery, and provided updates to residents and the media regarding restoring the power grid, debris removal, trash pickup. With the city's sanitation services crippled due to Hurricane Ida and labor shortages,  Green appealed to FEMA for assistance and secured $20 million in funds for emergency trash contracts. 
Green left city government in May 2022, and lives in New Orleans with his wife and children.",0,0,0,0
74336287,Wally Tittleton,"meant that Richmond had to win their final round match against Newton to win the title. In the loss to Marist the Auckland Star said that Tittleton ""gave another grand performance both in attacking and defensive roles for Richmond. The five eighth frequently made openings, and was in most of his side's scoring movements"". Richmond then sealed the Fox Memorial Shield by beating Newton comfortably by 30 points to 9 with Tittleton scoring 1 of their 6 tries. It was said that ""Bickerton, Greenwood and W. Tittleton took the principal honours"" among the Richmond backs. He was involved in their first try and then his came after he took a pass from Greenwood and scored under the posts. He also ""showed perfect understanding with Bickerton"". Tittleton scored another",1,1,0,2
72011122,Mohammad Zahid (poet),"Mohammad Zahid is an Indian poet, translator and editor from Anantnag, Kashmir. He is a recipient of Jibanananda Das Award for his translation of Kashmiri poetry into English.
Early life and education.
Mohammad Zahid was born in 1977 at Anantnag in Kashmir valley. His father Bashir Ahmad Makhdoomi and mother Badshah Gowher were scholars of English literature and Persian literature, respectively. Zahid had his early education in Anantnag and Srinagar. Later he joined Jammu &amp; Kashmir Bank as an officer. 
Professional and literary career.
Despite being a banker by profession, Zahid has devoted his spare time to literature. His poetry has featured at International Library of Poetry, Florida and International Poetry Festival. He has served as Editor of Muse India. He has also served as a feature photographer for various journals",0,0,0,0
73906777,George Abbott (footballer),"player with good pace and skill on the ball, and can cover a lot of ground on the pitch.",0,0,0,0
74063864,Chhapra–Hajipur Highway,"due to the construction of Sherpur-Dighwara Loknayak Ganga Path will increase
History.
The ground work of four-laning of Hajipur to Chhapra-Methawalia (Manjhi) NH 19 started in the year 2009, but missed several deadlines due to land acquisition, court cases and lack of financial management by the concessionaire. The stretch of road from Manjhi to Chhapra was completed in 2020–2021.
Extension.
The extension of the highway from Hajipur to Patna, which is , is expected to be completed by September 2024. This extended portion includes a four-lane bridge parallel to Gandhi Setu. This portion is being constructed by Ministry of Road Transport and Highways, Government of India.",0,0,1,1
71879335,Lewis Clark (disambiguation),"Lewis Clark (1923–2003) was a Canadian politician.
Lewis Clark or Lewis Clarke may also refer to:",0,0,0,0
72877634,Murder of Yang Xin,"pursued a PhD in agricultural and applied economics at Virginia Tech, starting in August, 2008.
Zhu was initially helping Yang adapt to campus life.
Zhu had fallen in love with Yang and even wrote a love letter (found in his dormitory) expressing his deep affection for her. It expressed that Yang Xin was beautiful and that Zhu would treasure her forever. Zhu had also asked Yang to be his girlfriend.
But on the morning of January 20, 2009, Yang rejected Zhu as Yang already had a boyfriend she was planning to marry. In a letter titled ""Will"", Zhu said he was heartbroken by Yang's rejection and that Yang's fiance could not compare to Zhu's background and education. Zhu also wrote that Yang should have seen that Zhu would have been the",0,0,0,0
